title;custom__category;base_url;custom__name_en;custom__unirank;custom__forbes_rank;custom__raex_rank;custom__qs_rank;custom__the_rank;custom__city;custom__region;page__1;page__2;page__3;site_error;vi_not_work;vi_found;vi_m_f;vi_b_f;vi_is_panel;vi_is_apply_changes;vi_is_reload;vi_is_cross_pages;vi_font_sizes;vi_color_schemes;vi_pictures_modes;vi_font_sizes_wc;vi_color_schemes_wc;vi_pictures_switch_wc;vi_line_spacing;vi_letter_spacing;vi_scroll;vi_scale_br;vi_another_content;vi_fonts_switch;site_engine;vi_source;site_lang;site_front;site_crm
Ульяновский государственный аграрный университет имени П.А. Столыпина;аграрный;https://www.ulsau.ru/;;;;;;;Ульяновск;73;https://www.ulsau.ru/;https://www.ulsau.ru/abitur/;https://www.ulsau.ru/sveden/struct/studencheskie-cpetsializirovannye-otryady-akademii.php;;;1;1;1;1;1;0;1;2;2;;0;1;;;;1;1;;;1c-bitrix;;php;;
Пермский государственный медицинский университет имени академика Е.А. Вагнера;медицинский;http://www.psma.ru/;Perm State Academy of Medicine;251;82;;;;Пермь;59;http://www.psma.ru/;;;;;1;1;1;1;1;1;1;3;5;2;1;1;1;;1;1;;1;2;joomla;joomla template Accessibility;php;;
Московская государственная академия ветеринарной медицины и биотехнологии имени К.И. Скрябина;медицинский;http://www.mgavm.ru/;;;;;;;Москва;77;http://www.mgavm.ru/;;;;;1;1;1;1;1;;1;10;5;3;1;1;0;1;1;;;;2;1c-bitrix;isvek.ru (bvi);php;;
Самарский государственный аграрный университет;аграрный;http://ssaa.ru/;;;;;;;Самара;63;http://ssaa.ru/;;;;;1;1;1;;1;;1;;;;;;;;;1;;;;joomla;;php;;
Ивановская государственная медицинская академия;медицинский;https://isma.ivanovo.ru/;Ivanovo State Medical Academy;159;;;;;Иваново;37;https://isma.ivanovo.ru/;;;;;1;1;1;;1;1;1;;;;;;;;;;;;;ruby on rails;;ruby;;
Новосибирский государственный аграрный университет;аграрный;https://nsau.edu.ru/;Novosibirsk State Agricultural University;192;;;;;Новосибирск;54;https://nsau.edu.ru/;;;;;1;1;1;1;1;1;1;3;3;;1;1;;;;1;;1;;;;php;;
Орловский государственный университет экономики и торговли;гуманитарный;https://orelgiet.ru/;;;;;;;Орёл;57;https://orelgiet.ru/;;;;;1;1;1;1;0;1;1;3;5;2;1;1;1;;1;;1;;2;;;php;;
Российская государственная академия интеллектуальной собственности;гуманитарный;http://www.rgiis.ru/;;;;;;;Москва;77;http://www.rgiis.ru/;;;;;1;1;1;1;1;;0;5;3;;0;1;;;1;;;;;umi.cms;;php;;bitrix24
Санкт-Петербургская государственная консерватория им. Н.А. Римского-Корсакова;искусство и культура;https://www.conservatory.ru/;St. Petersburg State Conservatory;182;;;;;Санкт-Петербург;78;https://www.conservatory.ru/;;;;;1;1;1;1;1;;1;3;5;2;1;1;1;;1;;1;;2;drupal;vi-panel;php;;
Белгородский государственный институт искусств и культуры;искусство и культура;https://bgiik.ru/;;;;;;;Белгород;31;https://bgiik.ru/;;;;;1;1;1;1;1;;1;3;5;3;1;1;1;1;1;;;1;2;;prolexgroup.ru/special;;;
Российский государственный институт сценических искусств;искусство и культура;http://www.rgisi.ru/;;;;;;;Санкт-Петербург;78;http://www.rgisi.ru/;;;;;1;1;1;1;1;1;1;3;2;;1;1;;;;;;;;modx;;php;;
Дальневосточный государственный медицинский университет;медицинский;http://www.fesmu.ru/;Far Eastern State Medical University;134;;;;;Хабаровск;27;http://www.fesmu.ru/;;;;;1;1;1;1;1;;1;3;4;2;1;0;1;;;1;;;;;;php;;
Воронежский государственный лесотехнический университет имени Г.Ф. Морозова;спец технический;http://vgltu.ru/;;;;;;;Воронеж;36;http://vgltu.ru/;;;;;1;1;1;1;1;1;1;3;2;;1;1;;;;1;;1;;umi.cms;;php;;
Белгородский государственный аграрный университет имени В.Я. Горина;аграрный;http://bsaa.edu.ru/;Belgorod State Agricultural University;142;;;;;Белгород;31;http://bsaa.edu.ru/;;;;;1;1;1;1;1;1;1;3;3;;1;1;;;1;;;1;2;1c-bitrix;;php;;
Рязанский государственный агротехнологический университет имени П. А. Костычева;аграрный;http://www.rgatu.ru/;;;;;;;Рязань;62;http://www.rgatu.ru/;;;;;1;1;1;1;1;1;1;3;5;2;1;1;1;;1;;;1;2;joomla;joomla template Accessibility;php;;
Смоленская государственная академия физической культуры, спорта и туризма;спорт ;http://www.sgafkst.ru/;;;;;;;Смоленск;67;http://www.sgafkst.ru/;;;;;1;1;1;1;1;1;1;3;5;3;1;1;1;1;1;1;;;2;joomla;prolexgroup.ru/special;php;;
Санкт-Петербургский государственный аграрный университет;аграрный;https://spbgau.ru/;St. Petersburg State Agrarian University;244;;;;;Санкт-Петербург;78;https://spbgau.ru/;;;;;1;1;1;1;;;1;5;;;1;;;;;;;;;drupal;;php;;
Калмыцкий государственный университет имени Б.Б. Городовикова;общий;https://www.kalmgu.ru/;;;;;;;Элиста;8;https://www.kalmgu.ru/;;;;;1;1;1;1;1;0;1;10;5;3;1;1;0;1;1;;;;2;wordpress;isvek.ru (bvi);php;;
Восточно-Сибирский государственный институт культуры;искусство и культура;https://vsgaki.ru/;;;;;;;Улан-Удэ;3;https://vsgaki.ru/;;;;;1;1;1;1;1;1;1;3;5;3;1;1;1;;;;1;;2;1c-bitrix;slabovid.ru (mibok);php;;
Ивановская государственная сельскохозяйственная академия имени Д.К. Беляева;аграрный;http://www.ivgsha.ru/;;;;;;;Иваново;37;http://www.ivgsha.ru/;;;;;1;1;1;1;1;;1;3;3;2;1;0;1;;;1;1;;;1c-bitrix;bitrix special-aaVersion;php;;
Кемеровский государственный медицинский университет;медицинский;https://kemsmu.ru/;;;;;;;Кемерово;42;https://kemsmu.ru/;;;;;1;1;1;1;1;;1;3;3;2;1;0;1;;;1;;;;1c-bitrix;bitrix special-aaVersion;php;;
Московский государственный институт индустрии туризма имени Ю.А. Сенкевича;спорт ;https://www.mgiit.ru/;;;;;;;Москва;77;https://www.mgiit.ru/;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Алтайский государственный институт культуры;искусство и культура;http://www.agaki.ru/;;;;;;;Барнаул;22;http://www.agaki.ru/;;;;;1;1;1;1;1;1;1;3;5;2;1;1;1;;1;;;1;2;joomla;joomla template Accessibility;php;;
Сургутский государственный педагогический университет;гуманитарный;http://www.surgpu.ru/;;;;;;;Сургут;86;http://www.surgpu.ru/;;;;;1;1;1;1;1;1;1;10;3;3;1;1;1;1;1;1;;;2;django;finevision.ru;python;;
Поволжская государственная академия физической культуры, спорта и туризма;спорт ;https://www.sportacadem.ru/;;;;;;;Казань;16;https://www.sportacadem.ru/;;;;;1;1;1;1;1;;1;3;5;2;1;1;1;;;1;;;;umi.cms;;php;;
Казанская государственная академия ветеринарной медицины им. Н.Э. Баумана;медицинский;https://kazanveterinary.ru/;;;;;;;Казань;16;https://kazanveterinary.ru/;;;;;1;1;1;1;1;;1;4;5;2;1;1;0;1;1;1;1;;3;wordpress;Comfortable Reading Plugin;php;;
Пермский государственный институт культуры;искусство и культура;http://psiac.ru/;;;;;;;Пермь;59;http://psiac.ru/;;;;;1;1;1;;1;1;1;;;;;;;;;1;;;;drupal;;php;;
Российская академия музыки имени Гнесиных;искусство и культура;https://gnesin-academy.ru/;;;68;;;;Москва;77;https://gnesin-academy.ru/;;;;;1;1;1;1;1;0;1;5;5;3;1;1;1;1;1;;;;2;wordpress;vi-panel;php;;
Международный институт экономики и права в Нижнем Новгороде;гуманитарный;https://miep.ru/;;;;;;;Москва;77;https://miep.ru/;;;;;1;1;1;1;1;1;0;3;5;2;1;0;1;1;1;1;;;2;1c-bitrix;;php;;
Оренбургский государственный медицинский университет;медицинский;http://www.orgma.ru/;Orenburg State Medical University;233;80;;;;Оренбург;56;http://www.orgma.ru/;;;;;1;1;0;1;1;1;1;3;3;2;1;1;0;;1;;;1;2;joomla;joomla template Accessibility;php;;
Екатеринбургский государственный театральный институт;искусство и культура;http://www.egti.ru/;;;;;;;Екатеринбург;66;http://www.egti.ru/;;;;;1;1;1;1;1;0;0;3;5;2;1;1;1;;1;;1;;;;;php;;
Московский городской университет управления Правительства Москвы;гуманитарный;https://mguu.ru/;Moscow Metropolitan Governance University;261;;;;;Москва;77;https://mguu.ru/;;;;;1;1;1;1;1;0;0;4;5;2;1;0;1;1;1;;1;;3;wordpress;Comfortable Reading Plugin;php;;bitrix24
Тюменский государственный медицинский университет;медицинский;https://www.tyumsmu.ru/;;;;95;;;Тюмень;72;https://www.tyumsmu.ru/;;;;;1;0;1;1;1;;1;3;3;2;0;1;1;;;;;;;1c-bitrix;;php;;
Ульяновский институт гражданской авиации имени Главного маршала авиации Б.П. Бугаева;спец технический;http://www.uvauga.ru/;;;;;;;Ульяновск;73;http://www.uvauga.ru/;;;;;1;1;1;1;1;1;1;3;5;2;0;1;0;;1;1;1;1;2;joomla;joomla template Accessibility;php;;
Иркутский государственный аграрный университет имени А.А. Ежевского;аграрный;http://irsau.ru/;;;;;;;Молодежный;38;http://irsau.ru/;;;;;1;1;1;1;1;;1;3;5;2;1;1;1;1;1;;1;;2;;lidrekon.ru;php;;
Югорский государственный университет;общий;https://www.ugrasu.ru/;Ugra State University;193;;;;;Ханты-Мансийск;86;https://www.ugrasu.ru/;;;;;1;1;1;1;1;1;1;3;5;3;1;1;1;1;1;;;1;2;1c-bitrix;slabovid.ru (mibok);php;;
Горский государственный аграрный университет;аграрный;https://gorskigau.ru/;;;;;;;Владикавказ;15;https://gorskigau.ru/;;;;;1;1;1;1;1;0;1;3;;;1;;;;;;1;;;dnn;;asp.net;;
Всероссийский государственный институт кинематографии имени С.А. Герасимова;искусство и культура;https://vgik.info/;;;;;;;Москва;77;https://vgik.info/;;;;;1;1;0;1;0;1;1;3;3;;1;0;;;;1;;;;1c-bitrix;;php;;
Международный инновационный университет;гуманитарный;https://www.miu-sochi.ru/;;;;;;;Сочи;23;https://www.miu-sochi.ru/;;;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;1;;;2;;isvek.ru (bvi);php;;
Омский институт водного транспорта - филиал Сибирского государственного университета водного транспорта;транспорт ;https://xn----ctbbdw9ayagei.xn--p1ai/;;;;;;;Омск;55;https://xn----ctbbdw9ayagei.xn--p1ai/;;;;;1;1;1;1;1;1;1;3;5;2;1;1;1;;1;;1;;2;joomla;joomla template Accessibility;php;;
Академия хорового искусства имени В.С. Попова;искусство и культура;http://axu.ru/;;;85;;;;Москва;77;http://axu.ru/;;;;;1;1;1;0;1;;1;;;;;;;;;1;;;;;;asp.net;;
"Государственный университет ""Дубна""";общий;https://uni-dubna.ru/;Dubna State University;199;;62;;;Дубна;50;https://uni-dubna.ru/;;;;;1;0;0;1;1;1;0;10;3;5;1;1;1;1;1;;1;1;2;;isvek.ru (bvi);asp.net;;
Северо-Осетинская государственная медицинская академия;медицинский;http://sogma.ru/;;;;;;;Владикавказ;15;http://sogma.ru/;;;;;1;0;1;;1;1;1;;;;;;;;;1;1;;;;;php;;
Алтайский государственный аграрный университет;аграрный;http://www.asau.ru/;Altai State University of Agriculture;279;;;;;Барнаул;22;http://www.asau.ru/;;;;;1;1;1;1;1;1;1;3;3;2;1;0;1;1;;;;;2;joomla;;php;;
Белгородский университет кооперации, экономики и права;гуманитарный;http://www.bukep.ru/;;;;;;;Белгород;31;http://www.bukep.ru/;;;;;1;1;1;1;1;;1;3;3;;1;1;;;1;1;;;2;;;asp.net;;
Морской государственный университет имени адмирала Г.И. Невельского;транспорт ;https://msun.ru/;Maritime State University;191;;;;;Владивосток;25;https://msun.ru/;;;;;1;1;0;1;;1;1;3;2;2;1;1;1;;;;;;;;;php;;
Институт международного права и экономики имени А. С. Грибоедова;гуманитарный;http://www.iile.ru/;;;;;;;Москва;77;http://www.iile.ru/;;;;;1;1;1;;1;1;1;;;;;;;;;1;;;;;;php;;
Смоленская Православная Духовная Семинария Смоленской Епархии Русской Православной Церкви;остальное;http://smolensk-seminaria.ru/;;;;;;;Смоленск;67;http://smolensk-seminaria.ru/;;;;;1;1;1;1;1;1;1;3;3;2;1;1;0;;1;1;;;;;;php;;
Санкт-Петербургский государственный академический институт живописи, скульптуры и архитектуры имени И.Е. Репина при Российской академии художеств;искусство и культура;http://www.artsacademy.ru/;;;;;;;Санкт-Петербург;78;http://www.artsacademy.ru/;;;;;1;1;1;1;1;0;1;3;3;2;1;0;1;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Российский университет кооперации;гуманитарный;https://www.ruc.su/;;;;;;;Мытищи;50;https://www.ruc.su/;;;;;1;1;1;1;1;;1;3;3;2;1;0;1;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Дальневосточный государственный технический рыбохозяйственный университет;спец технический;https://dalrybvtuz.ru/;;;;;;;Владивосток;25;https://dalrybvtuz.ru/;;;;;1;1;1;1;1;1;1;;;;;;;;;1;;;;;;php;preact;
