title;custom__category;base_url;custom__name_en;custom__unirank;custom__forbes_rank;custom__raex_rank;custom__qs_rank;custom__the_rank;custom__city;custom__region;page__1;page__2;page__3;site_error;vi_not_work;vi_found;vi_m_f;vi_b_f;vi_is_panel;vi_is_apply_changes;vi_is_reload;vi_is_cross_pages;vi_font_sizes;vi_color_schemes;vi_pictures_modes;vi_font_sizes_wc;vi_color_schemes_wc;vi_pictures_switch_wc;vi_line_spacing;vi_letter_spacing;vi_scroll;vi_scale_br;vi_another_content;vi_fonts_switch;site_engine;vi_source;site_lang;site_front;site_crm
Российский университет транспорта (МИИТ);транспорт ;https://rut-miit.ru/;;;95;;;;Москва;77;https://rut-miit.ru/;https://rut-miit.ru/admissions?level=4&training=20773&cities=1;https://rut-miit.ru/org/social/student-live;;;1;1;1;1;1;;1;3;5;3;1;1;0;1;1;;;;2;;isvek.ru (bvi);php;;
Санкт-Петербургский государственный университет гражданской авиации;спец технический;http://www.spbguga.ru/;St. Petersburg State University of Civil Aviation;305;;;;;Санкт-Петербург;78;http://www.spbguga.ru/;https://spbguga.ru/education/abiturientam/;https://spbguga.ru/culture-and-sports/;;;1;1;1;1;1;;1;4;5;2;1;1;0;1;1;;1;;;wordpress;Comfortable Reading Plugin;php;;
Петербургский государственный университет путей сообщения Императора Александра I;транспорт ;https://www.pgups.ru/;;;45;;;;Санкт-Петербург;78;https://www.pgups.ru/;https://priem.pgups.ru/;https://www.pgups.ru/struct/kulturno_dosugovyy_tsentr/;;;1;1;1;1;1;1;1;3;5;3;1;1;0;1;1;;;;2;1c-bitrix;slabovid.ru (mibok);php;;
Государственный морской университет имени адмирала Ф.Ф. Ушакова;транспорт ;https://www.aumsu.ru/;;;;;;;Новороссийск;23;https://www.aumsu.ru/;https://www.aumsu.ru/education/abiturientam;https://www.aumsu.ru/culture_sport/kultura;;;1;1;0;1;1;1;1;3;5;2;1;1;1;;1;1;1;1;2;joomla;joomla template Accessibility;php;;
Московская государственная консерватория имени П.И. Чайковского;искусство и культура;https://www.mosconsv.ru/;Moscow Tchaikovsky Conservatory;91;66;;;;Москва;77;https://www.mosconsv.ru/;https://www.mosconsv.ru/ru/groups.aspx?id=21436;https://www.mosconsv.ru/ru/groups.aspx?id=124168;;;1;1;1;1;1;;1;10;5;3;1;0;1;;1;;;;;;isvek.ru (bvi);asp.net;;
Дипломатическая академия Министерства иностранных дел Российской Федерации;гуманитарный;http://www.dipacademy.ru/;;;40;;;;Москва;77;http://www.dipacademy.ru/;https://dapriem.ru/;http://www.dipacademy.ru/about/student_council/;;1;;;;;;;;;;;;;;;;;;;;wagtail cms (django);;python;;
Волгоградский государственный медицинский университет;медицинский;https://www.volgmed.ru/ru/;Volgograd State Medical Academy;105;;;;;Волгоград;34;https://www.volgmed.ru/ru/;https://www.volgmed.ru/ru/depts/list/22/;https://www.volgmed.ru/ru/depts/list/27/;;;1;1;1;;1;1;1;;;;;;;;;1;;;;;;php;;
Курский государственный медицинский университет;медицинский;https://kurskmed.com/;Kursk State Medical University;186;;68;;;Курск;46;https://kurskmed.com/;https://kurskmed.com/department/admission_commission/section/admission_commission_2021;https://kurskmed.com/struct/publiclife;;;1;1;0;1;;1;1;3;3;3;0;1;1;;;1;1;;;laravel;;php;;
Московский государственный психолого-педагогический университет;гуманитарный;https://mgppu.ru/;Moscow State University of Psychology and Education;119;;;;;Москва;77;https://mgppu.ru/;https://mgppu.ru/abitur;https://mgppu.ru/students;;;1;1;1;1;1;;1;3;4;2;1;0;0;;1;1;;;;;;;;
Казанский государственный медицинский университет;медицинский;https://kazangmu.ru/;Kazan State Medical University;124;92;41;;;Казань;16;https://kazangmu.ru/;https://kazangmu.ru/abitur;https://kazangmu.ru/students;;1;;;;;;;;;;;;;;;;;1;;;joomla;;php;;
Кубанский государственный аграрный университет имени И.Т. Трубилина;гуманитарный;https://kubsau.ru/;Kuban State Agricultural University;137;;;;;Краснодар;23;https://kubsau.ru/;https://kubsau.ru/entrant/;https://kubsau.ru/education/;;;1;1;1;1;1;1;1;3;5;3;1;1;1;1;1;;;1;2;1c-bitrix;slabovid.ru (mibok);php;;
Рязанский государственный медицинский университет имени академика И. П. Павлова;медицинский;http://www.rzgmu.ru/;Ryazan State Medical University;201;;79;;;Рязань;62;http://www.rzgmu.ru/;http://www.rzgmu.ru/admission/college_entrants/;http://www.rzgmu.ru/students/;;;1;0;1;1;1;1;;3;2;1;1;;;;;;;;;codeigniter;;php;;
Тверской государственный медицинский университет;медицинский;https://tvgmu.ru/;Tver State Medical University;238;81;;;;Тверь;69;https://tvgmu.ru/;https://tvgmu.ru/content/6756/?M=1101128;https://tvgmu.ru/content/51/1102977/?M=9331;;;1;1;0;0;1;1;0;;;;;;;;;1;1;;;1c-bitrix;;php;;
Санкт-Петербургский государственный педиатрический медицинский университет;медицинский;https://gpmu.org/;Saint Petersburg State Pediatric Medical Academy;224;86;66;;;Санкт-Петербург;78;https://gpmu.org/;https://gpmu.org/education/entrants/;https://gpmu.org/education/learners/;;;1;1;0;1;1;1;;3;;;0;;;;;1;1;;;;;php;;
Сибирский государственный университет путей сообщения;транспорт ;http://www.stu.ru/;Siberian State Transport University;145;;;;;Новосибирск;54;http://www.stu.ru/;http://www.stu.ru/Abitur;http://www.stu.ru/international/index.php?page=3450;;;1;1;1;1;1;1;1;3;3;2;1;1;1;;;;;;;;;php;;
Московская высшая школа социальных и экономических наук;гуманитарный;https://www.msses.ru/;;;38;;;;Москва;77;https://www.msses.ru/;https://www.msses.ru/abitur/;https://www.msses.ru/learners/;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;;1;;2;1c-bitrix;isvek.ru (bvi);php;vue.js;
Сибирский государственный медицинский университет;медицинский;https://www.ssmu.ru/ru/;Siberian State Medical University;107;96;57;;;Томск;70;https://www.ssmu.ru/ru/;https://abiturient.ssmu.ru/;https://www.ssmu.ru/ru/soc_rabota/student/;;;1;1;1;1;1;1;1;3;3;2;1;0;1;;;1;;;;;;;;
Ставропольский государственный аграрный университет;гуманитарный;http://www.stgau.ru/;Stavropol State Agrarian University;205;;59;;;Ставрополь;26;http://www.stgau.ru/;http://www.stgau.ru/abiturient/;http://www.stgau.ru/company/structure.php?structure_UF_DEPARTMENT=69&set_filter_structure=Y&filter=Y&set_filter=Y;;;1;1;1;1;1;;1;3;3;2;1;1;0;;;1;;;;1c-bitrix;;php;;
Российский новый университет (РосНОУ);общий;https://rosnou.ru/;Russian New University;164;;97;;;Москва;77;https://rosnou.ru/;https://rosnou.ru/entrant/;https://rosnou.ru/clubs/;;;1;1;1;1;;;1;3;6;2;1;1;1;;1;;;;;symfony;;php;;
Иркутский государственный университет путей сообщения;транспорт ;https://www.irgups.ru/;;;;;;;Иркутск;38;https://www.irgups.ru/;https://www.irgups.ru/abitur;https://www.irgups.ru/culture;;;1;0;1;1;1;1;1;3;3;;1;1;;;1;;;;;drupal;;php;;
Санкт-Петербургский государственный университет телекоммуникаций имени профессора М.А. Бонч-Бруевича;спец технический;https://sut.ru/;The Bonch-Bruevich St. Petersburg State University of Telecommunications;86;;;;;Санкт-Петербург;78;https://sut.ru/;http://priem.sut.ru/;https://www.sut.ru/studentu/studencheskaya-zhizn;;;1;1;1;1;1;1;1;3;5;2;1;1;0;1;1;;;;2;;lidrekon.ru;php;;
Московский технический университет связи и информатики;спец технический;https://mtuci.ru/;Moscow Technical University of Communications and Informatics;240;48;;;;Москва;77;https://mtuci.ru/;https://mtuci.ru/abitur/;https://mtuci.ru/students/training_materials/;;;1;1;1;1;1;;1;3;3;2;1;1;0;;;;1;;;1c-bitrix;bitrix special-aaVersion;php;;
Забайкальский аграрный институт - филиал Иркутского государственного аграрного университета имени А.А. Ежевского;спец технический;http://zabai.ru/;;;;;;;Чита;75;http://zabai.ru/;http://zabai.ru/priemnaya-komissiya/;http://zabai.ru/studentam/;;;1;1;1;1;1;;1;3;5;2;1;1;1;1;1;;1;;2;wordpress;lidrekon.ru;php;;
Московский государственный институт культуры;искусство и культура;http://www.mgik.org/;Moscow State Institute of Culture;225;;;;;Химки;50;http://www.mgik.org/;http://priem-kom.mgik.org/;http://stud-sovet.mgik.org/;;;1;1;1;1;1;;1;3;3;2;1;0;1;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Государственный университет морского и речного флота имени адмирала С.О. Макарова;транспорт ;https://gumrf.ru/;Admiral Makarov State University of Maritime and Inland Shipping;177;;;;;Санкт-Петербург;78;https://gumrf.ru/;https://abitur.gumrf.ru/;https://gumrf.ru/cultsport/cult;;;1;1;1;1;1;1;1;3;3;2;1;1;1;;;1;;1;;;;php;;
Омский государственный университет путей сообщения;транспорт ;https://omgups.ru/;Omsk State Transport University;265;;;;;Омск;55;https://omgups.ru/;https://omgups.ru/abiturientu/;https://omgups.ru/student/sovet_students/;;;1;1;1;1;1;1;1;3;5;3;1;0;1;1;1;;;;2;1c-bitrix;;php;;
Московский государственный технический университет гражданской авиации;спец технический;http://www.mstuca.ru/;Moscow State Technical University of Civil Aviation;215;;;;;Москва;77;http://www.mstuca.ru/;http://www.mstuca.ru/abitur/priyem/obyavlenie.php;http://www.mstuca.ru/students/nalichie-obektov-sporta.php;;;1;1;1;1;1;;1;3;3;2;1;0;0;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Северо-Западный государственный медицинский университет имени И.И. Мечникова;медицинский;https://szgmu.ru/;North-Western State Medical University;81;99;64;;;Санкт-Петербург;78;https://szgmu.ru/;https://szgmu.ru/rus/s/20/abiturientam.html;https://szgmu.ru/rus/s/523/;;;1;1;1;1;1;1;0;4;3;;1;0;;;;;;1;;;;php;;
Самарский государственный медицинский университет;медицинский;https://samsmu.ru/;Samara State Medical University;151;;50;;;Самара;63;https://samsmu.ru/;https://samsmu.ru/entrants/vo/;https://samsmu.ru/students/org/committee/;;;1;0;1;1;1;;1;3;5;2;1;1;0;1;1;;;;2;umi.cms;lidrekon.ru;php;;
Государственный университет по землеустройству;аграрный;http://www.guz.ru/;;;;;;;Москва;77;http://www.guz.ru/;http://www.guz.ru/applicants/priemnaya-kampaniya-2021-2022.php;http://www.guz.ru/obshchestvo/studencheskie-otryady/;;;1;1;1;1;1;;0;3;3;2;1;0;1;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Челябинский государственный институт культуры;искусство и культура;https://chgik.ru/;;;;;;;Челябинск;74;https://chgik.ru/;https://chgik.ru/sitemap/abiturientu;https://chgik.ru/node/1314;;;1;1;1;1;0;;1;5;4;2;1;1;0;1;1;;1;;;drupal;;php;;
Астраханский государственный медицинский университет;медицинский;http://astgmu.ru/;Astrakhan State Medical Academy;271;;;;;Астрахань;30;http://astgmu.ru/;http://astgmu.ru/abitur/;http://astgmu.ru/studentu/;;;1;1;1;1;1;;1;4;3;;1;1;;;;;1;;;wordpress;;php;;
Поволжский государственный технологический университет;спец технический;https://www.volgatech.net/;Volga State University of Technology;163;;;;;Йошкар-Ола;12;https://www.volgatech.net/;https://dod.volgatech.net/;https://www.volgatech.net/students/student-associations/;;;1;1;1;1;1;;1;3;;;0;;;;;;;;;1c-bitrix;;php;angular;
Ростовский государственный медицинский университет;медицинский;http://rostgmu.ru/;Rostov State Medical University;248;;;;;Ростов-на-Дону;61;http://rostgmu.ru/;http://pk.rostgmu.ru/;http://rostgmu.ru/%d0%be%d0%b1%d1%80%d0%b0%d0%b7%d0%be%d0%b2%d0%b0%d0%bd%d0%b8%d0%b5-2/%d1%81%d1%82%d1%83%d0%b4%d0%b5%d0%bd%d1%82%d1%83;;;1;1;1;1;;;1;2;3;;1;1;;;;;1;;;wordpress;;php;;
Башкирский государственный медицинский университет;медицинский;https://bashgmu.ru/;Bashkir State Medical University;136;;91;;;Уфа;2;https://bashgmu.ru/;https://bashgmu.ru/abitur/;https://www.bashgmu.ru/life_bsmu/upravlenie-po-vospitatelnoy-i-sotsialnoy-rabote-so-studentami/tvorcheskaya-zhizn/;;;1;1;1;1;1;;1;3;3;2;1;1;1;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Ставропольский государственный медицинский университет;медицинский;https://stgmu.ru/;Stavropol State Medical University;162;79;;;;Ставрополь;26;https://stgmu.ru/;https://stgmu.ru/?s=abiturient&page=10002316;https://stgmu.ru/?s=student&page=10002626;;;1;1;1;1;1;;1;10;5;2;1;1;1;;;1;1;;2;;;php;;
Омский государственный медицинский университет;медицинский;http://omsk-osma.ru/;Omsk State Medical Academy;171;;;;;Омск;55;http://omsk-osma.ru/;http://omsk-osma.ru/postupayuschim;http://omsk-osma.ru/vneuchebnaya-i-social-naya-rabota/studencheskie-medicinskie-otryady;;;1;1;1;;1;;;;;;;;;;;;;;;;;;;
Омский государственный аграрный университет имени П.А. Столыпина;аграрный;https://www.omgau.ru/;Omsk State Agrarian University n.a. P. A. Stolypin;204;;;;;Омск;55;https://www.omgau.ru/;https://www.omgau.ru/abiturientu/;https://www.omgau.ru/sdkgau/;;;1;1;1;1;;1;1;3;3;;1;1;;;;1;;;;1c-bitrix;;php;;
Уральский государственный университет путей сообщения;транспорт ;http://www.usurt.ru/;Ural State University of Railway Transport;226;;;;;Екатеринбург;66;http://www.usurt.ru/;http://www.usurt.ru/abitur;http://www.usurt.ru/student;;;1;1;0;1;1;1;1;3;3;;1;1;;;1;1;;1;;;;php;;
Российский государственный аграрный университет - МСХА имени К.А. Тимирязева;аграрный;https://www.timacad.ru/;Russian State Agricultural University;85;83;56;24;;Москва;77;https://www.timacad.ru/;https://pk.timacad.ru/;https://www.timacad.ru/for-students/;;;1;1;1;1;1;1;0;3;2;2;1;1;1;;;1;;;;;;;;
Санкт-Петербургский государственный институт кино и телевидения;искусство и культура;https://www.gukit.ru/;Saint-Petersburg State Institute of Film and Television;227;;;;;Санкт-Петербург;78;https://www.gukit.ru/;https://www.gukit.ru/abiturient;https://www.gukit.ru/okmr/activity;;;1;1;0;;1;;1;;;;;;;;;1;;;;drupal;;php;;
Академия социального управления;гуманитарный;https://asou-mo.ru/;;;;;;;Москва;77;https://asou-mo.ru/;https://asou-mo.ru/priem;https://asou-mo.ru/studentam;;;1;1;1;1;;;1;2;2;;1;1;;;;;;;;;;;;
Кубанский Государственный Медицинский Университет Минздрава России;медицинский;http://www.ksma.ru/;Kuban State Medical University;214;;;;;Краснодар;23;http://www.ksma.ru/;http://www.ksma.ru/abitur/;http://www.ksma.ru/studencheskaja_zhizn/;;1;;;;;;;;;;;;;;;;;;;;;;php;;
Дагестанский государственный медицинский университет;медицинский;https://dgmu.ru/;;;;;;;Махачкала;5;https://dgmu.ru/;https://dgmu.ru/abitur/;https://dgmu.ru/studentu/studentu-vne-ucheby-3/;;;1;1;1;;1;1;1;;;;;;;;;;;;;wordpress;;php;;
Саратовский государственный медицинский университет имени В.И. Разумовского;медицинский;http://www.sgmu.ru/;Saratov State Medical University;179;;;;;Саратов;64;http://www.sgmu.ru/;http://admission.sgmu.ru/;http://www.sgmu.ru/info/pr/;;;1;1;1;1;1;1;1;3;5;;1;1;;;;1;;1;2;;;;;
Российская таможенная академия;гос.структуры;http://rta.customs.ru/;;;;;;;Люберцы;50;http://rta.customs.ru/;http://rta.customs.ru/nrta/index.php?option=com_content&view=article&id=283&Itemid=1797;http://rta.customs.ru/nrta/index.php?option=com_content&view=article&id=2004&Itemid=2279;;;1;1;1;;1;;1;;;;;;;;;1;1;;;joomla;;php;;
Воронежский государственный аграрный университет имени императора Петра I;аграрный;http://www.vsau.ru/;Voronezh State Agricultural University;247;;;;;Воронеж;36;http://www.vsau.ru/;http://abit.vsau.ru/;http://svr.vsau.ru/;;;1;1;1;1;1;;1;5;5;3;1;1;0;;;1;;;2;wordpress;;php;;
Воронежский государственный университет инженерных технологий;спец технический;http://vsuet.ru/;;;;;;;Воронеж;36;http://vsuet.ru/;https://vsuet.ru/abitur;https://vsuet.ru/obuchenie/faculties/goiv/stud-club;;;1;1;0;1;1;1;1;3;5;2;1;1;0;;1;;;1;2;joomla;joomla template Accessibility;php;;
Красноярский государственный аграрный университет;аграрный;http://www.kgau.ru/;Krasnoyarsk State Agricultural University;219;;;;;Красноярск;24;http://www.kgau.ru/;http://www.kgau.ru/new/abiturient/;http://www.kgau.ru/new/student/;;;1;1;1;1;1;1;0;3;3;;1;1;;;1;1;;1;2;;;;;
Всероссийская академия внешней торговли Министерства экономического развития России;гуманитарный;http://www.vavt.ru/;;;55;29;;;Москва;77;http://www.vavt.ru/;https://postupi.vavt.ru/;http://life.vavt.ru/;;;1;1;1;1;1;;1;10;5;3;1;1;1;;;1;;;2;;isvek.ru (bvi);java;;
Кубанский государственный университет физической культуры, спорта и туризма;спорт ;https://www.kgufkst.ru/;;;;;;;Краснодар;23;https://www.kgufkst.ru/;https://www.kgufkst.ru/enrollee/;https://www.kgufkst.ru/o-vuze/sovet-studencheskogo-samoupravleniya/;;;1;1;0;1;1;1;1;10;5;2;0;1;1;1;;;;1;2;1c-bitrix;prolexgroup.ru/special;php;;
Дальневосточный государственный университет путей сообщения;транспорт ;https://dvgups.ru/;Far Eastern State Transport University;236;;;;;Хабаровск;27;https://dvgups.ru/;https://abiturient.dvgups.ru/;https://dvgups.ru/studtopmenu/stud-help;;;1;1;1;;1;1;0;;;;;;;;;1;1;;;joomla;;php;;
Брянский государственный аграрный университет;аграрный;https://www.bgsha.com/;;;;;;;с. Кокино;32;https://www.bgsha.com/;https://www.bgsha.com/abitur/;https://www.bgsha.com/ru/education_work/leisure_centre/;;;1;1;1;1;1;1;1;3;5;3;1;1;1;1;1;;;1;2;1c-bitrix;slabovid.ru (mibok);php;;
Саратовский государственный аграрный университет имени Н.И. Вавилова;аграрный;http://sgau.ru/;Saratov State Agrarian University;209;;;;;Саратов;64;http://sgau.ru/;http://sgau.ru/abitur/;http://sgau.ru/vneuchebnaya-deyatelnost;;;1;1;0;;1;1;1;;;;;;;;;1;;1;;;;php;;
Краснодарский государственный институт культуры;искусство и культура;https://kgik1966.ru/;;;;;;;Краснодар;23;https://kgik1966.ru/;https://kgik1966.ru/abitur/;https://kgik1966.ru/institut/studencheskaya-zhiznj;;;1;0;1;1;1;1;1;3;3;2;1;1;0;;;;1;;;;;asp.net;;
Балтийский государственный технический университет «ВОЕНМЕХ» имени Д.Ф. Устинова;общий технический;https://www.voenmeh.ru/;"Baltic State Technical University ""Voenmeh""";212;37;;;;Санкт-Петербург;78;https://www.voenmeh.ru/;https://priem.voenmeh.ru/;https://www.voenmeh.ru/trainee/sections;;;1;0;1;1;1;1;1;10;5;3;1;1;0;1;1;;1;;2;joomla;isvek.ru (bvi);php;;
Воронежский институт высоких технологий;спец технический;https://vivt.ru/;;;;;;;Воронеж;36;https://vivt.ru/;https://vivt.ru/abitur;https://vivt.ru/student/life;;;1;0;1;1;0;;1;10;3;2;1;1;0;1;;;;;;yii;;php;;bitrix24
Ростовский государственный университет путей сообщения;транспорт ;http://rgups.ru/;;;;;;;Ростов-на-Дону;61;http://rgups.ru/;http://rgups.ru/abitur/;http://rgups.ru/students/dvoretc-kul-tury-767/;;;1;1;1;1;1;1;1;3;2;2;1;0;1;;;;;;;;;;preact;
Санкт-Петербургский Гуманитарный университет профсоюзов;гуманитарный;https://www.gup.ru/;;;;;;;Санкт-Петербург;78;https://www.gup.ru/;https://www.gup.ru/enroll/help/;https://www.gup.ru/studlife/unions/;;;1;1;1;1;1;1;1;10;3;3;1;1;1;1;1;;1;;2;1c-bitrix;finevision.ru;php;;bitrix24
Ярославский государственный медицинский университет;медицинский;http://ysmu.ru/ru/;Yaroslavl State Medical University;281;;;;;Ярославль;76;http://ysmu.ru/ru/;http://ysmu.ru/ru/glavnaya/abiturientam.html;http://ysmu.ru/ru/glavnaya/studentam.html;;;1;1;1;0;1;1;1;;;;;;;;;1;;1;;joomla;;php;;
Театральный институт им. Бориса Щукина при Государственном академическом театре им. Евгения Вахтангова;искусство и культура;http://www.htvs.ru/;;;;;;;Москва;77;http://www.htvs.ru/;http://www.htvs.ru/abitur/;http://www.htvs.ru/uchebnyy-teatr/;;1;;;;;;;;;;;;;;;;;;;;1c-bitrix;;php;;
Волжский государственный университет водного транспорта;транспорт ;http://www.vsuwt.ru/;;;;;;;Самара;63;http://www.vsuwt.ru/;http://www.vsuwt.ru/priemnaya-kampaniya/?pk=true;http://www.vsuwt.ru/kultura-i-sport/molodezhnye-initsiativy-i-vneuchebnaya-deyatelnost/;;;1;1;1;1;1;;1;3;3;2;1;0;0;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Православный Свято-Тихоновский гуманитарный университет;гуманитарный;https://pstgu.ru/;Saint Tikhon's Orthodox University;172;;;;;Москва;77;https://pstgu.ru/;https://pstgu.ru/abitur/;https://pstgu.ru/studlife/;;;1;0;1;1;1;1;1;3;3;2;1;1;0;1;1;;1;;2;1c-bitrix;;php;;
Нижегородская государственная сельскохозяйственная академия;аграрный;https://nnsaa.ru/;;;;;;;Нижний Новгород;52;https://nnsaa.ru/;https://nnsaa.ru/abiturientu/;https://nnsaa.ru/studencheskaya-zhizn/;;1;;;;;;;;;;;;;;;;;;;;wordpress;;php;;
Поволжский государственный университет телекоммуникаций и информатики;спец технический;https://www.psuti.ru/;;;;;;;Самара;63;https://www.psuti.ru/;https://abitur.psuti.ru/;https://www.psuti.ru/ru/students/non-academic;;;1;1;1;1;1;;1;3;3;2;1;0;1;1;1;;1;;2;drupal;lidrekon.ru;php;;
Башкирский государственный аграрный университет;аграрный;https://www.bsau.ru/;Bashkir State Agricultural University;241;;;;;Уфа;2;https://www.bsau.ru/;https://www.bsau.ru/abitur/;https://www.bsau.ru/student/#;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;;1;;2;1c-bitrix;isvek.ru (bvi);php;;
Сибирский государственный университет телекоммуникаций и информатики;спец технический;https://sibsutis.ru/;Siberian State University of Telecommunications and Informatics;176;;;;;Новосибирск;54;https://sibsutis.ru/;https://sibsutis.ru/abitur/;https://sibsutis.ru/students/studlife/;;;1;0;1;1;1;;1;3;4;2;1;1;0;;;;;;;1c-bitrix;;php;;
Иркутский государственный медицинский университет;медицинский;https://www.ismu.baikal.ru/;Irkutsk State Medical University;180;;;;;Иркутск;38;https://mir.ismu.baikal.ru/;https://mir.ismu.baikal.ru/ismu/page_abit_enter.php;https://mir.ismu.baikal.ru/ismu/page_scs.php;;;1;1;1;1;1;1;1;3;3;;1;1;;;1;1;;1;2;;;php;;
Смоленский государственный медицинский университет;медицинский;http://smolgmu.ru/;;;;;;;Смоленск;67;http://smolgmu.ru/;http://smolgmu.ru/index.php?page[common]=dept&id=2021&cat=folder&fid=40925;http://smolgmu.ru/index.php?page[self]=structure&cat=fac;;;1;0;1;;1;1;1;;;;;;;;;1;1;;;;;php;;
Алтайский государственный медицинский университет;медицинский;https://asmu.ru/;Altai State Medical University;194;;;;;Барнаул;22;https://asmu.ru/;https://asmu.ru/abitur/;https://asmu.ru/studentu/studencheskaya-zhizn/;;;1;1;1;1;1;1;0;10;5;3;1;1;1;1;1;;1;;2;1c-bitrix;isvek.ru (bvi);php;;
Российский институт театрального искусства – ГИТИС;искусство и культура;https://www.gitis.net/;;;;;;;Москва;77;https://www.gitis.net/;https://www.gitis.net/postupayushim/novosti-i-ob-yavleniya;https://www.teatr-gitis.net/teatr-gitis/;;1;;;;;;;;;;;;;;;;;;;;1c-bitrix;;php;;
Российский государственный университет правосудия;гуманитарный;https://rgup.ru/;;;;;;;Москва;77;https://rgup.ru/;https://rgup.ru/previews/priem-2021;https://rgup.ru/?mod=pages&id=88;;;1;1;1;1;1;1;1;3;3;;1;1;;;;1;1;;;;;php;;
Волгоградский государственный аграрный университет;аграрный;http://www.volgau.com/;;;;;;;Волгоград;35;http://www.volgau.com/;https://www.volgau.com/%D0%B0%D0%B1%D0%B8%D1%82%D1%83%D1%80%D0%B8%D0%B5%D0%BD%D1%82%D1%83;https://www.volgau.com/%D1%81%D1%82%D1%83%D0%B4%D0%B5%D0%BD%D1%82%D1%83;;;1;1;1;1;1;1;1;10;2;;1;1;;;;1;1;;;dnn;;asp.net;react;
Пермская государственная фармацевтическая академия;медицинский;https://pfa.ru/;;;;;;;Пермь;59;https://pfa.ru/;https://pfa.ru/abiturient;https://pfa.ru/student/sklub;;;1;0;1;0;1;1;1;;;;;;;;;;1;;;joomla;;php;;
Российский государственный университет физической культуры, спорта, молодежи и туризма;спорт ;https://www.sportedu.ru/;Russian State University of Physical Culture, Sport and Tourism;65;;;;;Москва;77;https://www.sportedu.ru/;https://ee.sportedu.ru/;http://oso.sportedu.ru/;;;1;0;1;1;1;1;0;3;3;;1;1;;;;;1;1;;drupal;;php;;
Нижегородская государственная консерватория им. М.И. Глинки;искусство и культура;http://nnovcons.ru/;;;65;;;;Нижний Новгород;52;http://nnovcons.ru/;https://nnovcons.ru/obrazovanie/abiturientam/;https://nnovcons.ru/obrazovanie/fakultety/;;;1;1;1;1;1;1;1;3;5;3;1;1;1;1;1;;;;2;1c-bitrix;slabovid.ru (mibok);php;;
Московский международный университет;гуманитарный;https://mi.university/;Moscow International University;277;;;;;Москва;77;https://mi.university/;https://mi.university/abitur/bachelor/;https://mi.university/studentam/klubi-po-interesam;;;1;1;0;1;0;0;0;10;3;2;1;1;1;;;;;;2;wordpress;pojo.me;php;preact;bitrix24
Оренбургский государственный аграрный университет;аграрный;https://orensau.ru/;Orenburg State Agrarian University;264;;;;;Оренбург;56;https://orensau.ru/;https://orensau.ru/abitur/bachelor;https://orensau.ru/ru/studentu/studobedineniya;;;1;1;1;1;1;1;1;10;;;0;;;;;1;;;;joomla;;php;;
Южно-Уральский государственный медицинский университет;медицинский;http://www.chelsma.ru/;Chelyabinsk State Medical Academy;129;;;;;Челябинск;74;http://www.chelsma.ru/;http://www.chelsma.ru/abitur/;http://www.chelsma.ru/education/studentam/;;;1;1;1;1;1;1;1;2;3;;1;0;;;;1;;;;;;;;
Красноярский государственный медицинский университет имени профессора В.Ф. Войно-Ясенецкого;медицинский;https://krasgmu.ru/;Krasnoyarsk State Medical University;208;;;;;Красноярск;24;https://krasgmu.ru/;https://krasgmu.ru/index.php?page[self]=abit_enter;https://krasgmu.ru/index.php?page[self]=public_org&org=so;;;1;0;0;1;1;0;0;3;4;2;1;1;0;;;;;;;;;php;vue.js;
Орловский государственный аграрный университет имени Н.В. Парахина;аграрный;https://www.orelsau.ru/;Orel State Agrarian University;309;;;;;Орёл;57;https://www.orelsau.ru/;https://www.orelsau.ru/abitur/;https://www.orelsau.ru/student/molodezhnyy-tsentr/;;;1;0;0;1;;;0;10;3;2;1;1;1;1;;;1;;;1c-bitrix;;php;;
Московский гуманитарный университет;гуманитарный;https://mosgu.ru/;Moscow University for the Humanities;195;;;;;Москва;77;https://mosgu.ru/;https://mosgu.ru/abitur/bachelor/;https://mosgu.ru/students/stud-life/;;;1;1;1;1;1;1;1;4;6;3;1;1;1;1;1;;1;;4;1c-bitrix;;php;;bitrix24
Костромская государственная сельскохозяйственная академия;аграрный;http://www.kgsxa.ru/;;;;;;;Караваево;44;http://www.kgsxa.ru/;https://www.kgsxa.ru/abit;https://www.kgsxa.ru/studentam;;;1;1;1;1;1;1;1;3;5;2;1;1;1;;1;1;;1;2;joomla;joomla template Accessibility;php;;
Национальный государственный университет физической культуры, cпорта и здоровья имени П.Ф. Лесгафта;спорт ;http://lesgaft.spb.ru/;;;;;;;Санкт-Петербург;78;http://lesgaft.spb.ru/;http://lesgaft.spb.ru/ru/commission/priyomnaya-komissiya;http://lesgaft.spb.ru/ru/st_government/studencheskoe-samoupravlenie;;1;;;;;;;;;;;;;;;;1;;;2;drupal;finevision.ru;php;;
